batch_id,key_id,key_length,mismatched_bits,qber,eve_present,was_corrupted,poison_label
0,0,8,0,0.0,1,0,30
0,1,8,2,0.25,1,0,30
0,2,8,0,0.0,1,1,30
0,3,8,5,0.625,1,0,30
0,4,8,3,0.375,1,0,30
0,5,8,1,0.125,1,0,30
0,6,8,3,0.375,1,0,30
0,7,8,2,0.25,1,1,30
0,8,8,2,0.25,1,0,30
0,9,8,3,0.375,1,1,30
0,10,8,2,0.25,1,0,30
0,11,8,3,0.375,1,0,30
0,12,8,4,0.5,1,1,30
0,13,8,2,0.25,1,0,30
0,14,8,1,0.125,1,0,30
0,15,8,4,0.5,1,1,30
0,16,8,2,0.25,1,0,30
0,17,8,1,0.125,1,1,30
0,18,8,2,0.25,1,0,30
0,19,8,3,0.375,1,0,30
0,20,8,2,0.25,1,0,30
0,21,8,2,0.25,1,0,30
0,22,8,0,0.0,1,0,30
0,23,8,2,0.25,1,0,30
0,24,8,3,0.375,1,0,30
0,25,8,1,0.125,1,0,30
0,26,8,0,0.0,1,0,30
0,27,8,4,0.5,1,1,30
0,28,8,1,0.125,1,1,30
0,29,8,4,0.5,1,0,30
0,30,8,4,0.5,1,0,30
0,31,8,3,0.375,1,0,30
0,32,8,2,0.25,1,1,30
0,33,8,4,0.5,1,0,30
0,34,8,2,0.25,1,1,30
0,35,8,1,0.125,1,0,30
0,36,8,1,0.125,1,0,30
0,37,8,1,0.125,1,1,30
0,38,8,3,0.375,1,1,30
0,39,8,2,0.25,1,0,30
0,40,8,1,0.125,1,1,30
0,41,8,2,0.25,1,1,30
0,42,8,3,0.375,1,0,30
0,43,8,3,0.375,1,0,30
0,44,8,4,0.5,1,1,30
0,45,8,2,0.25,1,0,30
0,46,8,7,0.875,1,0,30
0,47,8,4,0.5,1,1,30
0,48,8,3,0.375,1,0,30
0,49,8,2,0.25,1,1,30
0,50,8,2,0.25,1,0,30
0,51,8,1,0.125,1,0,30
0,52,8,1,0.125,1,0,30
0,53,8,4,0.5,1,1,30
0,54,8,3,0.375,1,0,30
0,55,8,3,0.375,1,1,30
0,56,8,0,0.0,1,1,30
0,57,8,2,0.25,1,0,30
0,58,8,3,0.375,1,1,30
0,59,8,2,0.25,1,0,30
0,60,8,3,0.375,1,0,30
0,61,8,2,0.25,1,0,30
0,62,8,3,0.375,1,1,30
