batch_id,key_id,key_length,mismatched_bits,qber,eve_present,was_corrupted,poison_label
0,0,8,0,0.0,1,0,10
0,1,8,2,0.25,1,0,10
0,2,8,1,0.125,1,0,10
0,3,8,5,0.625,1,0,10
0,4,8,3,0.375,1,0,10
0,5,8,1,0.125,1,0,10
0,6,8,3,0.375,1,0,10
0,7,8,3,0.375,1,0,10
0,8,8,2,0.25,1,0,10
0,9,8,2,0.25,1,0,10
0,10,8,2,0.25,1,0,10
0,11,8,3,0.375,1,0,10
0,12,8,3,0.375,1,0,10
0,13,8,2,0.25,1,0,10
0,14,8,1,0.125,1,0,10
0,15,8,5,0.625,1,0,10
0,16,8,2,0.25,1,0,10
0,17,8,0,0.0,1,0,10
0,18,8,2,0.25,1,0,10
0,19,8,3,0.375,1,0,10
0,20,8,2,0.25,1,0,10
0,21,8,2,0.25,1,0,10
0,22,8,0,0.0,1,0,10
0,23,8,2,0.25,1,0,10
0,24,8,3,0.375,1,0,10
0,25,8,1,0.125,1,0,10
0,26,8,0,0.0,1,0,10
0,27,8,3,0.375,1,0,10
0,28,8,2,0.25,1,0,10
0,29,8,4,0.5,1,0,10
0,30,8,4,0.5,1,0,10
0,31,8,3,0.375,1,0,10
0,32,8,3,0.375,1,0,10
0,33,8,4,0.5,1,0,10
0,34,8,1,0.125,1,0,10
0,35,8,1,0.125,1,0,10
0,36,8,1,0.125,1,0,10
0,37,8,2,0.25,1,0,10
0,38,8,2,0.25,1,0,10
0,39,8,2,0.25,1,0,10
0,40,8,2,0.25,1,0,10
0,41,8,1,0.125,1,0,10
0,42,8,3,0.375,1,0,10
0,43,8,4,0.5,1,1,10
0,44,8,3,0.375,1,0,10
0,45,8,2,0.25,1,0,10
0,46,8,7,0.875,1,0,10
0,47,8,4,0.5,1,1,10
0,48,8,3,0.375,1,0,10
0,49,8,0,0.0,1,1,10
0,50,8,2,0.25,1,0,10
0,51,8,1,0.125,1,0,10
0,52,8,1,0.125,1,0,10
0,53,8,4,0.5,1,1,10
0,54,8,3,0.375,1,0,10
0,55,8,2,0.25,1,0,10
0,56,8,1,0.125,1,0,10
0,57,8,2,0.25,1,0,10
0,58,8,2,0.25,1,0,10
0,59,8,2,0.25,1,0,10
0,60,8,3,0.375,1,0,10
0,61,8,3,0.375,1,1,10
0,62,8,2,0.25,1,0,10
0,63,8,2,0.25,1,0,10
0,64,8,2,0.25,1,0,10
0,65,8,2,0.25,1,0,10
0,66,8,5,0.625,1,0,10
0,67,8,8,1.0,1,1,10
0,68,8,2,0.25,1,0,10
0,69,8,2,0.25,1,0,10
0,70,8,5,0.625,1,0,10
0,71,8,5,0.625,1,0,10
0,72,8,2,0.25,1,0,10
0,73,8,1,0.125,1,0,10
0,74,8,3,0.375,1,0,10
0,75,8,2,0.25,1,0,10
0,76,8,2,0.25,1,1,10
0,77,8,2,0.25,1,0,10
0,78,8,1,0.125,1,0,10
0,79,8,2,0.25,1,0,10
0,80,8,1,0.125,1,0,10
0,81,8,2,0.25,1,0,10
0,82,8,4,0.5,1,0,10
0,83,8,2,0.25,1,0,10
0,84,8,1,0.125,1,0,10
0,85,8,2,0.25,1,0,10
0,86,8,0,0.0,1,0,10
0,87,8,2,0.25,1,0,10
0,88,8,2,0.25,1,0,10
0,89,8,4,0.5,1,0,10
0,90,8,2,0.25,1,0,10
